   0.09625	   0.06900	   0.06900	   0.00400	   0.01080	   0.14280	   0.01080	   0.04368	   0.00032	   0.00032	   0.00100	   0.03450	   0.03450	   0.03250	   0.00100	   0.00400	   0.00400	   0.00400	   0.00000	   0.00000
   0.06900	   0.13325	   0.10200	   0.03300	   0.01096	   0.16464	   0.01096	   0.14826	   0.01084	   0.01084	   0.00100	   0.03650	   0.03650	   0.03450	   0.00100	   0.03300	   0.03500	   0.03500	   0.00100	   0.00100
   0.06900	   0.10200	   0.13325	   0.03300	   0.01096	   0.16464	   0.01096	   0.14826	   0.01084	   0.01084	   0.00100	   0.03650	   0.03650	   0.03450	   0.00100	   0.03300	   0.03500	   0.03500	   0.00100	   0.00100
   0.00200	   0.01650	   0.01650	   0.04575	   0.00008	   0.01092	   0.00008	   0.05229	   0.00526	   0.00526	   0.00000	   0.00100	   0.00100	   0.00100	   0.00000	   0.01450	   0.01550	   0.01550	   0.00050	   0.00050
   0.01080	   0.01096	   0.01096	   0.00016	   0.07300	   0.03500	   0.02900	   0.00400	   0.00000	   0.00000	   0.03892	   0.04948	   0.04948	   0.00540	   0.00516	   0.00016	   0.00016	   0.00016	   0.00000	   0.00000
   0.14280	   0.16464	   0.16464	   0.02184	   0.03500	   0.28500	   0.03500	   0.14600	   0.00400	   0.00400	   0.00540	   0.08220	   0.08220	   0.07140	   0.00540	   0.02184	   0.02216	   0.02216	   0.00016	   0.00016
   0.01080	   0.01096	   0.01096	   0.00016	   0.02900	   0.03500	   0.07300	   0.00400	   0.00000	   0.00000	   0.00516	   0.04948	   0.04948	   0.00540	   0.03892	   0.00016	   0.00016	   0.00016	   0.00000	   0.00000
   0.02184	   0.07413	   0.07413	   0.05229	   0.00200	   0.07300	   0.00200	   0.15725	   0.03150	   0.03150	   0.00008	   0.01108	   0.01108	   0.01092	   0.00008	   0.05229	   0.06281	   0.06281	   0.00526	   0.00526
   0.00016	   0.00542	   0.00542	   0.00526	   0.00000	   0.00200	   0.00000	   0.03150	   0.07300	   0.02900	   0.00000	   0.00008	   0.00008	   0.00008	   0.00000	   0.00526	   0.04934	   0.04934	   0.03892	   0.00516
   0.00016	   0.00542	   0.00542	   0.00526	   0.00000	   0.00200	   0.00000	   0.03150	   0.02900	   0.07300	   0.00000	   0.00008	   0.00008	   0.00008	   0.00000	   0.00526	   0.04934	   0.04934	   0.00516	   0.03892
   0.00100	   0.00100	   0.00100	   0.00000	   0.03892	   0.00540	   0.00516	   0.00016	   0.00000	   0.00000	   0.04450	   0.01425	   0.01425	   0.00050	   0.00050	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.03450	   0.03650	   0.03650	   0.00200	   0.04948	   0.08220	   0.04948	   0.02216	   0.00016	   0.00016	   0.01425	   0.07700	   0.04575	   0.01725	   0.01425	   0.00200	   0.00200	   0.00200	   0.00000	   0.00000
   0.03450	   0.03650	   0.03650	   0.00200	   0.04948	   0.08220	   0.04948	   0.02216	   0.00016	   0.00016	   0.01425	   0.04575	   0.07700	   0.01725	   0.01425	   0.00200	   0.00200	   0.00200	   0.00000	   0.00000
   0.03250	   0.03450	   0.03450	   0.00200	   0.00540	   0.07140	   0.00540	   0.02184	   0.00016	   0.00016	   0.00050	   0.01725	   0.01725	   0.04750	   0.00050	   0.00200	   0.00200	   0.00200	   0.00000	   0.00000
   0.00100	   0.00100	   0.00100	   0.00000	   0.00516	   0.00540	   0.03892	   0.00016	   0.00000	   0.00000	   0.00050	   0.01425	   0.01425	   0.00050	   0.04450	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.00200	   0.01650	   0.01650	   0.01450	   0.00008	   0.01092	   0.00008	   0.05229	   0.00526	   0.00526	   0.00000	   0.00100	   0.00100	   0.00100	   0.00000	   0.04575	   0.01550	   0.01550	   0.00050	   0.00050
   0.00200	   0.01750	   0.01750	   0.01550	   0.00008	   0.01108	   0.00008	   0.06281	   0.04934	   0.04934	   0.00000	   0.00100	   0.00100	   0.00100	   0.00000	   0.01550	   0.07525	   0.04400	   0.01425	   0.01425
   0.00200	   0.01750	   0.01750	   0.01550	   0.00008	   0.01108	   0.00008	   0.06281	   0.04934	   0.04934	   0.00000	   0.00100	   0.00100	   0.00100	   0.00000	   0.01550	   0.04400	   0.07525	   0.01425	   0.01425
   0.00000	   0.00050	   0.00050	   0.00050	   0.00000	   0.00008	   0.00000	   0.00526	   0.03892	   0.00516	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00050	   0.01425	   0.01425	   0.04450	   0.00050
   0.00000	   0.00050	   0.00050	   0.00050	   0.00000	   0.00008	   0.00000	   0.00526	   0.00516	   0.03892	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00050	   0.01425	   0.01425	   0.00050	   0.04450
