   0.06402	   0.06450	   0.06450	   0.00829	   0.01310	   0.11630	   0.01310	   0.05505	   0.00177	   0.00177	   0.00203	   0.03217	   0.03217	   0.02811	   0.00203	   0.00829	   0.00851	   0.00851	   0.00011	   0.00011
   0.06450	   0.10145	   0.09364	   0.02914	   0.01398	   0.14382	   0.01398	   0.12318	   0.01332	   0.01332	   0.00209	   0.03642	   0.03642	   0.03225	   0.00209	   0.02914	   0.03323	   0.03323	   0.00204	   0.00204
   0.06450	   0.09364	   0.10145	   0.02914	   0.01398	   0.14382	   0.01398	   0.12318	   0.01332	   0.01332	   0.00209	   0.03642	   0.03642	   0.03225	   0.00209	   0.02914	   0.03323	   0.03323	   0.00204	   0.00204
   0.00414	   0.01457	   0.01457	   0.01824	   0.00044	   0.01376	   0.00044	   0.03406	   0.00577	   0.00577	   0.00003	   0.00213	   0.00213	   0.00207	   0.00003	   0.01043	   0.01236	   0.01236	   0.00097	   0.00097
   0.01310	   0.01398	   0.01398	   0.00088	   0.03551	   0.03318	   0.02069	   0.00857	   0.00011	   0.00011	   0.01841	   0.03019	   0.03019	   0.00655	   0.00523	   0.00088	   0.00089	   0.00089	   0.00000	   0.00000
   0.11630	   0.14382	   0.14382	   0.02753	   0.03318	   0.23924	   0.03318	   0.14580	   0.00857	   0.00857	   0.00655	   0.07125	   0.07125	   0.05815	   0.00655	   0.02753	   0.02930	   0.02930	   0.00088	   0.00088
   0.01310	   0.01398	   0.01398	   0.00088	   0.02069	   0.03318	   0.03551	   0.00857	   0.00011	   0.00011	   0.00523	   0.03019	   0.03019	   0.00655	   0.01841	   0.00088	   0.00089	   0.00089	   0.00000	   0.00000
   0.02753	   0.06159	   0.06159	   0.03406	   0.00428	   0.07290	   0.00428	   0.11166	   0.02568	   0.02568	   0.00044	   0.01465	   0.01465	   0.01376	   0.00044	   0.03406	   0.04561	   0.04561	   0.00577	   0.00577
   0.00088	   0.00666	   0.00666	   0.00577	   0.00006	   0.00428	   0.00006	   0.02568	   0.03541	   0.02059	   0.00000	   0.00045	   0.00045	   0.00044	   0.00000	   0.00577	   0.02941	   0.02941	   0.01841	   0.00523
   0.00088	   0.00666	   0.00666	   0.00577	   0.00006	   0.00428	   0.00006	   0.02568	   0.02059	   0.03541	   0.00000	   0.00045	   0.00045	   0.00044	   0.00000	   0.00577	   0.02941	   0.02941	   0.00523	   0.01841
   0.00203	   0.00209	   0.00209	   0.00006	   0.01841	   0.00655	   0.00523	   0.00088	   0.00000	   0.00000	   0.01575	   0.00988	   0.00988	   0.00102	   0.00093	   0.00006	   0.00006	   0.00006	   0.00000	   0.00000
   0.03217	   0.03642	   0.03642	   0.00426	   0.03019	   0.07125	   0.03019	   0.02930	   0.00089	   0.00089	   0.00988	   0.04366	   0.03584	   0.01608	   0.00988	   0.00426	   0.00437	   0.00437	   0.00006	   0.00006
   0.03217	   0.03642	   0.03642	   0.00426	   0.03019	   0.07125	   0.03019	   0.02930	   0.00089	   0.00089	   0.00988	   0.03584	   0.04366	   0.01608	   0.00988	   0.00426	   0.00437	   0.00437	   0.00006	   0.00006
   0.02811	   0.03225	   0.03225	   0.00414	   0.00655	   0.05815	   0.00655	   0.02753	   0.00088	   0.00088	   0.00102	   0.01608	   0.01608	   0.02187	   0.00102	   0.00414	   0.00426	   0.00426	   0.00006	   0.00006
   0.00203	   0.00209	   0.00209	   0.00006	   0.00523	   0.00655	   0.01841	   0.00088	   0.00000	   0.00000	   0.00093	   0.00988	   0.00988	   0.00102	   0.01575	   0.00006	   0.00006	   0.00006	   0.00000	   0.00000
   0.00414	   0.01457	   0.01457	   0.01043	   0.00044	   0.01376	   0.00044	   0.03406	   0.00577	   0.00577	   0.00003	   0.00213	   0.00213	   0.00207	   0.00003	   0.01824	   0.01236	   0.01236	   0.00097	   0.00097
   0.00426	   0.01661	   0.01661	   0.01236	   0.00045	   0.01465	   0.00045	   0.04561	   0.02941	   0.02941	   0.00003	   0.00218	   0.00218	   0.00213	   0.00003	   0.01236	   0.03983	   0.03202	   0.00983	   0.00983
   0.00426	   0.01661	   0.01661	   0.01236	   0.00045	   0.01465	   0.00045	   0.04561	   0.02941	   0.02941	   0.00003	   0.00218	   0.00218	   0.00213	   0.00003	   0.01236	   0.03202	   0.03983	   0.00983	   0.00983
   0.00006	   0.00102	   0.00102	   0.00097	   0.00000	   0.00044	   0.00000	   0.00577	   0.01841	   0.00523	   0.00000	   0.00003	   0.00003	   0.00003	   0.00000	   0.00097	   0.00983	   0.00983	   0.01575	   0.00093
   0.00006	   0.00102	   0.00102	   0.00097	   0.00000	   0.00044	   0.00000	   0.00577	   0.00523	   0.01841	   0.00000	   0.00003	   0.00003	   0.00003	   0.00000	   0.00097	   0.00983	   0.00983	   0.00093	   0.01575
